NG,,,,,,,Defense,,,,,,,,,Damage Negation,,,,,,,,,Resistances,,,,,,,,Incoming Status Damage Multipliers,,,,,,Poise,,,,,"Enemy ""Part"" Damage Multipliers",,,,,,,,,
Location,Name,ID,,Health,dlcClear,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Poison,Scarlet Rot,Bleed,Frost,Sleep,Madness,Deathblight,,Bleed,Frost,Sleep,Madness,HP Burn Effect,,Base,Incoming Mult,Effective,Regen Delay,,Part 1,Part 2,Part 3,Part 4,Part 5,Part 6,Part 7,Part 8,Weak Part,Parts Damage Type
"Capital Outskirts - Capital Rampart, Auriza Side Tomb Entrance",Draconic Tree Sentinel [Boss],32500033,,"8,398",-,,114,114,114,114,114,114,114,114,,10,10,35,10,20,40,40,20,,337,337,552,552,337,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Capital Rampart, Auriza Side Tomb Entrance",Golem,46600133,,"17,017",-,,111,111,111,111,111,111,111,111,,10,0,10,10,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,120,0.64,187.5,9.231,,1,1,1,1,1,1,1,1,2.5,1
"Capital Outskirts - Capital Rampart, Auriza Side Tomb Entrance",Golem,46605140,,"5,875",-,,109,109,109,109,109,109,109,109,,10,0,10,10,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,120,0.64,187.5,9.231,,1,1,1,1,1,1,1,1,2.5,1
"Capital Outskirts - Capital Rampart, Auriza Side Tomb Entrance",Golem,46607033,,"7,936",-,,111,111,111,111,111,111,111,111,,10,0,10,10,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,120,0.4096,292.969,9.231,,1,1,1,1,1,1,1,1,2.5,1
"Capital Outskirts - Capital Rampart, Auriza Side Tomb Entrance",Owl,60400033,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Capital Rampart, Auriza Side Tomb Entrance",Runebear,46300033,,"8,401",-,,111,111,111,111,111,111,111,111,,0,0,-10,0,0,-20,0,0,,332,332,543,543,181,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - East of Outer Wall Phantom Tree,Ash Teardrop Scarab,41912033,,500,-,,111,111,111,111,111,111,111,111,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - East of Outer Wall Phantom Tree,Dragonfly,60800033,,17,-,,100,100,100,100,100,100,100,100,,-40,-40,-10,-40,-40,-100,-40,-40,,84,84,63,20,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - East of Outer Wall Phantom Tree,Slug,40400033,,341,-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,-20,-20,-40,-20,,135,135,135,135,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,1
Capital Outskirts - East of Outer Wall Phantom Tree,Turtle,60900033,,378,-,,100,100,100,100,100,100,100,100,,35,0,35,0,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,2,1,1,1,1,1,1,1,1.5,1
Capital Outskirts - Minor Erdtree,"Commoner (Veil, Sword)",36600733,,341,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Minor Erdtree,Death Rite Bird [Boss],49800033,,"8,575",-,,114,114,114,114,114,114,114,114,,10,-40,10,35,20,20,40,-40,,Immune,552,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.5,1
"Capital Outskirts - Minor Erdtree Church, Sealed Tunnel Entrance",Fungal Pod,44400033,,"1,189",-,,111,111,111,111,111,111,111,111,,-10,0,-10,0,-20,-20,-20,-20,,181,181,241,181,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,1
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Bell Bearing Hunter [Boss],31000033,,"6,216",-,,114,114,114,114,114,114,114,114,,35,35,35,10,40,40,20,40,,337,337,552,552,337,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Hermit Merchant,32001933,,"4,166",-,,111,111,111,111,111,111,111,111,,-10,0,-10,-10,0,0,0,0,,241,241,241,332,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Nomad Mule,32101933,,"2,427",-,,111,111,111,111,111,111,111,111,,-10,0,-10,-10,0,-20,0,0,,241,241,332,332,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Skeleton (Curved Sword),35000733,,481,-,,111,111,111,111,111,111,111,111,,0,-40,10,35,0,20,40,0,,Immune,241,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,0,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Skeleton (Curved Sword),35001733,,481,-,,111,111,111,111,111,111,111,111,,0,-40,10,35,0,20,40,0,,Immune,241,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,0,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Skeleton (Curved Sword),35002733,,481,-,,111,111,111,111,111,111,111,111,,0,-40,10,35,0,20,40,0,,Immune,241,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,0,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Skeleton (Curved Sword),35003733,,481,-,,111,111,111,111,111,111,111,111,,0,-40,10,35,0,20,40,0,,Immune,241,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,0,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Skeleton (Curved Sword),35004733,,481,-,,111,111,111,111,111,111,111,111,,0,-40,10,35,0,20,40,0,,Immune,241,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,0,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Skull Snail,41403033,,617,-,,111,111,111,111,111,111,111,111,,-10,-40,0,0,-20,0,0,-40,,Immune,181,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",Wandering Noble,43005133,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Leyndell Foot Soldier,43731030,,395,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Leyndell Foot Soldier,43731630,,395,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Leyndell Foot Soldier,43732030,,395,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Lion Guardian,42700030,,"3,440",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,-20,0,0,,329,329,539,539,239,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Springhare,61000000,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Troll Knight,46000033,,"6,178",-,,111,111,111,111,111,111,111,111,,0,0,-10,0,0,0,0,0,,241,241,241,332,43,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,2,1
Capital Outskirts - Northwest Outer Wall Battleground,Wandering Noble,43000130,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Wandering Noble,43001230,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Northwest Outer Wall Battleground,Wandering Noble,43005230,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Outer Wall Phantom Tree,Slug (Fire),40403033,,341,-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,-20,100,-40,-20,,135,135,Immune,135,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,1
Capital Outskirts - Outer Wall Phantom Tree,Valiant Gargoyle (Greatsword),47700033,,"5,671",-,,111,111,111,111,111,111,111,111,,10,0,35,35,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,110,1,110,8.462,,1.5,1,1,1,1,1,1,1,1.5,1
Capital Outskirts - Outer Wall Phantom Tree,White Wolf,40710033,,"1,329",-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,-20,-40,-20,-20,,181,181,181,332,181,Immune,Immune,,1,1,1,1,1,,50,1,50,3.846,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Minor Erdtree,Crab (Golden Tuffs),22770033,,91,-,,111,111,111,111,111,111,111,111,,10,-40,10,10,0,0,0,0,,181,181,241,135,135,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Minor Erdtree,Giant Crab (Golden Tuffs),22760033,,"1,160",-,,111,111,111,111,111,111,111,111,,35,0,35,35,20,20,20,20,,332,332,332,181,181,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Deer,60100033,,55,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Erdtree Guardian,36500033,,477,-,,111,111,111,111,111,111,111,111,,0,10,-10,0,0,-20,40,40,,332,332,241,181,181,Immune,Immune,,1,1,1,1,1,,55,1,55,4.231,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Erdtree Guardian,36501833,,477,-,,111,111,111,111,111,111,111,111,,0,10,-10,0,0,-20,40,40,,332,332,241,181,181,Immune,Immune,,1,1,1,1,1,,55,1,55,4.231,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Goat,60600033,,55,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Grey Wolf,40700033,,253,-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,-20,-40,-20,-20,,181,181,181,332,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Hawk,60010033,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Leyndell Foot Soldier,43730033,,477,-,,111,111,111,111,111,111,111,111,,0,0,0,-10,0,0,20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Leyndell Foot Soldier,43737033,,477,-,,111,111,111,111,111,111,111,111,,0,0,0,-10,0,0,20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Springhare,61000033,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - South of Outer Wall Phantom Tree,Ulcerated Tree Spirit,46400033,,"8,817",-,,111,111,111,111,111,111,111,111,,0,0,0,0,20,-20,20,40,,543,543,543,241,Immune,Immune,Immune,,1,1,1,1,1,,120,1,120,9.231,,1.5,1,1,1,1,1,1,1,1.5,1
Capital Outskirts - Southeast Outer Wall Battleground,Ash Teardrop Scarab,41912233,,133,-,,111,111,111,111,111,111,111,111,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Commoner (Ghost),36608033,,341,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Finger Reader Crone,21601033,,"2,931",-,,111,111,111,111,111,111,111,111,,0,0,0,0,0,-20,0,0,,241,241,241,241,Immune,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Giant Bat,42000133,,409,-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,-20,-20,-20,-20,,181,181,181,181,43,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,"Margit, the Fell Omen",21300033,,"8,193",-,,111,111,111,111,111,111,111,111,,0,0,-10,0,0,0,0,40,,332,332,332,332,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Wandering Noble,43000033,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Wandering Noble,43001033,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Wandering Noble,43003033,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Wandering Noble,43004033,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Wandering Noble,43005033,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Wandering Noble,43006233,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southeast Outer Wall Battleground,Wandering Noble,43006633,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southwest Outer Wall Battleground,Bat Harpy,42017433,,"1,599",-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,0,0,0,0,,241,241,241,241,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southwest Outer Wall Battleground,Dragonfly,60810033,,17,-,,100,100,100,100,100,100,100,100,,-40,-40,-10,-40,-40,-100,-40,-40,,84,84,63,20,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southwest Outer Wall Battleground,Giant Bat,42000033,,409,-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,-20,-20,-20,-20,,181,181,181,181,43,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southwest Outer Wall Battleground,Wandering Noble,43002033,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southwest Outer Wall Battleground,Wandering Noble,43006033,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Capital Outskirts - Southwest Outer Wall Battleground,Wandering Noble,43006133,,276,-,,111,111,111,111,111,111,111,111,,-10,-10,-10,-10,-20,-20,-20,0,,135,135,181,181,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Cave of the Forlorn,Jellyfish,41800052,,"1,533",-,,120,120,120,120,120,120,120,120,,0,35,0,0,20,20,-20,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Cave of the Forlorn,Jellyfish,41800152,,"1,533",-,,120,120,120,120,120,120,120,120,,0,35,0,0,20,20,-20,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Cave of the Forlorn,Misbegotten Crusader [Boss],34601952,,"9,130",-,,120,120,120,120,120,120,120,120,,10,10,0,10,20,0,20,40,,367,367,367,367,367,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Cave of the Forlorn,Rat,40800052,,"1,113",-,,120,120,120,120,120,120,120,120,,-10,-10,-40,-10,-20,-40,-20,-20,,367,367,200,267,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Cave of the Forlorn,Scaly Misbegotten,34510052,,"3,650",-,,120,120,120,120,120,120,120,120,,0,0,10,-10,0,-20,0,0,,267,267,267,267,267,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Cave of the Forlorn,Winged Misbegotten,34501052,,"1,320",-,,120,120,120,120,120,120,120,120,,0,0,0,0,0,-20,0,0,,267,267,267,267,267,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Chapel of Anticipation,Grafted Scion [Boss],46900008,,"2,596",-,,107,107,107,107,107,107,107,107,,0,0,-10,0,20,20,20,20,,324,324,235,235,235,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Cliffbottom Catacombs,Burial Watchdog (Scepter) [Boss],42601920,,"2,383",-,,107,107,107,107,107,107,107,107,,35,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1,0
Cliffbottom Catacombs,Omen Monstrosity (Axe),21401120,,"2,043",-,,107,107,107,107,107,107,107,107,,0,0,-10,0,0,0,0,20,,235,235,235,235,235,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Cliffbottom Catacombs,Omen Monstrosity (Curved Sword),21400120,,"2,043",-,,107,107,107,107,107,107,107,107,,0,0,-10,0,0,0,0,20,,235,235,235,235,235,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Coastal Cave,Demi-Human,41000010,,135,-,,101,101,101,101,101,101,101,101,,-10,-10,-40,-10,-20,-20,-20,-20,,169,169,169,226,169,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Coastal Cave,Demi-Human,41000910,,135,-,,101,101,101,101,101,101,101,101,,-10,-10,-40,-10,-20,-20,-20,-20,,169,169,169,226,169,Immune,Immune,,0.7,0.7,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Coastal Cave,Demi-Human,41002010,,135,-,,101,101,101,101,101,101,101,101,,-10,-10,-40,-10,-20,-20,-20,-20,,169,169,169,226,169,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Coastal Cave,Demi-Human,41002910,,135,-,,101,101,101,101,101,101,101,101,,-10,-10,-40,-10,-20,-20,-20,-20,,169,169,169,226,169,Immune,Immune,,0.7,0.7,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Coastal Cave,Demi-Human Beastman [Boss],41200910,,"1,218",-,,101,101,101,101,101,101,101,101,,-10,-10,-40,-10,-20,-20,-20,-20,,169,169,226,226,169,Immune,Immune,,0.7,0.7,0.7,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Coastal Cave,Demi-Human Shaman,41109110,,0,-,,101,101,101,101,101,101,101,101,,-10,-10,-40,-10,-20,-20,-20,-20,,169,169,169,169,169,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Coastal Cave,Large Demi-Human,41010010,,265,-,,101,101,101,101,101,101,101,101,,-10,-10,-40,-10,-20,-20,-20,-20,,169,169,169,226,169,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - Apostate Derelict,Jellyfish,41800852,,"1,533",-,,120,120,120,120,120,120,120,120,,0,35,0,0,20,20,-20,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - Apostate Derelict,Latenna the Albinauric,31709052,,"3,348",-,,120,120,120,120,120,120,120,120,,0,10,0,0,20,0,0,-40,,Immune,267,367,601,267,Immune,Immune,,1,1,1,1,1,,50,1,50,3.846,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - Apostate Derelict,"Phillia, Towering Little Sister",31710052,,"3,348",-,,120,120,120,120,120,120,120,120,,0,10,0,0,20,0,0,-40,,Immune,267,367,601,Immune,Immune,Immune,,1,1,1,1,1,,50,1,50,3.846,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - Consecrated Snowfield Catacombs Entrance,Orb of Many Faces,37300152,,"4,076",-,,120,120,120,120,120,120,120,120,,10,10,35,80,80,40,40,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - Consecrated Snowfield Catacombs Entrance,Wandering Noble,43007052,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - East of Ordina,Albinauric,34701552,,"1,698",-,,120,120,120,120,120,120,120,120,,-10,10,-10,-10,0,20,-20,-40,,Immune,367,200,601,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - East of Ordina,Albinauric Frog (No Shield),34700452,,"1,698",-,,120,120,120,120,120,120,120,120,,-10,10,-10,-10,0,20,-20,-40,,Immune,367,200,601,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - East of Ordina,Erdtree Guardian,36502052,,"1,010",-,,120,120,120,120,120,120,120,120,,0,10,-10,0,0,-20,40,40,,601,367,267,200,200,Immune,Immune,,1,1,1,1,1,,55,1,55,4.231,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - East of Ordina,Stone Huge Teardrop Scarab,41925052,,"1,863",-,,120,120,120,120,120,120,120,120,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Consecrated Snowfield - East of Ordina,Stone Large Teardrop Scarab,41905052,,"1,464",-,,120,120,120,120,120,120,120,120,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
